account_name,opportunity_name,department_name,num_free_users,num_self_serve_users,num_users_with_dept_match
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Drug Discovery,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Proteases of Human Pathogens,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Biochemistry,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Institute of Organic Chemistry and Biochemistry,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,HBV Cure,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Mass Spectrometry,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Czech Academy of Sciences,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,MS,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Virology,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Department of Biochemistry,1,0,1
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,oc,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,hbv cure,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,NMR spectroscopy,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,HBV cure,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Structure Biology,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,molecular model,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,IOCB,1,0,0
Department of Biochemistry (Czech Academy of Sciences),CS FY27 Renewal:  Czech Academy of Sciences - Institute of Organic Chem and Biochem // Jiri Polach,Department of Chemistry,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Plant Sciences,26,3,29
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",No Department Listed,24,15,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Pharmacy and Nutrition,16,7,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Chemical and Biological Engineering,12,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Vaccine and Infectious Disease Organization,11,5,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Food and Bioproduct Sciences,11,3,14
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Animal and Poultry Science,10,1,11
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Biology,9,5,14
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology","Anatomy, Physiology and Pharmacology",9,0,9
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology","Biochemistry, Microbiology and Immunology",8,4,12
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Microbiology and Immunology,7,2,9
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Veterinary Biomedical Sciences,7,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Western College of Veterinary Medicine,7,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Toxicology Centre,7,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",VIDO,5,2,7
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Dentistry,5,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Veterinary Pathology,5,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Veterinary Microbiology,4,4,8
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Anatomy and Cell Biology,4,1,5
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Medicine,4,0,4
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Geography and Planning,4,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Chemistry,3,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Plant Sciences,3,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Large Animal Clinical Sciences,3,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Small Animal Clinical Sciences,2,2,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Graduate Studies and Research,2,2,4
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",BMI,2,0,2
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Crop Development Centre,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Oncology/Radiology,2,0,2
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",University of Saskatchewan,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Psychiatry,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Computer Science,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Dentistry,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Small Animal Clinical Sciences,2,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Soil Science,1,3,4
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",School of Public Health,1,2,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Soil Science,1,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Microbiology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Health Science,1,0,1
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Agricultural and Resource Economics,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Mechanical Engineering,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",SACS,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Chemistry,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",APP,1,0,1
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Division of General Internal Medicine,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Agricultural and Resource Economics,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Saskatchewan Neuroscience Network (SNN),1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",medicine,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",health science ,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",dent,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Division of Biomedical Engineering,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Arts and Science,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Veterinary Microbiology,1,0,1
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Vaccinology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",n/a,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",APS,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of biochemistry microbiology and immunology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Vaccine and Infectious Disease Organization- International Vaccine Centre,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Nutrition,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",health studies,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",International Vaccine Centre (InterVac),1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",ocology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Geology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Food Science,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Kinesiology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology","Anatomy, Physiology, and Pharmacology",1,0,1
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",VBMS,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Pathology and Laboratory Medicine,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",dentistry,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Health Sciences,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",CCRAH,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Biomedical Engineering,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",VTMC,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",University of Saskatchewan Language Centre,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",U of S,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",biology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Drug Discovery & Development Research Group,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Pathology,1,0,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Medical Imaging,0,2,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Cell and Systems Biology,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",School of Environment and Sustainability,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",PLGF AND HIGH BMI,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Division of Pharmacy,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",College of Pharmacy & Nutrition,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Pharmacy,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Obstetrics and Gynecology ,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Departmento of Obstetrics & Gynecology - College of Medicine - USASK,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Department of Civil and Geological Engineering,0,1,0
Department of Biochemistry (University of Saskatchewan),"CS FY27 Renewal:    University of Saskatchewan - Department of Biochemistry, Microbiology and Immunology",Veterinary Pathology,0,1,0
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Agriculture and Natural Resources,7,0,7
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,neuroscience,1,0,0
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Public and Allied Health Services,1,0,1
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Physics and Engineering,1,0,0
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Biological Sciences,1,0,1
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Chemistry,1,0,1
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Department of Psychology,1,0,0
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Human Ecology,1,0,1
Department of Biological Sciences (Delaware State University),CS FY27 Renewal:  Delaware State University // Department of Biological Sciences // Katarzyna Rosikon,Neuroscience,0,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,No Department Listed,38,4,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Molecular Biophysics Unit,26,2,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Microbiology and Cell Biology,23,7,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Interdisciplinary PhD Program in Bioengineering,20,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Molecular Reproduction Development and Genetics,18,2,20
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Biochemistry,18,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Nano Science and Engineering (CeNSE),15,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Materials Engineering,12,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Materials Research Centre,9,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Neuroscience,8,3,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Chemical Engineering,5,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Organic Chemistry,5,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Inorganic and Physical Chemistry,5,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,,4,1,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Bioengineering,4,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Biochemistry,4,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Solid State and Structural Chemistry Unit,3,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Ecological Sciences,3,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Mechanical Engineering,3,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Developmental Biology and Genetics,2,1,3
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Sustainable Technologies (Formerly known as ASTRA),2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Physics,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Biological Science,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Interdisciplinary Centre for Energy Research,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Electrical Engineering,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,biochemistry ,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Bioengineering,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Biological Sciences,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Biosystems Science and Engineering,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Materials Engineering,2,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for brain research,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Center for Ecological Sciences,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Biengineering,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,mbu,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,DBG,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Electronic Systems Engineering ,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,DESE,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Center for Nanoscience and Engineering,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department Of Developmental Biology And genetics,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Nephrology,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Instrumentation and Applied Physics,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Isaac Centre for Public Health,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,SSCU,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Biological science,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,CPS,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Biological Science,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Inorganic and Physical Chemistry,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,bio science,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,biotechnology,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,bioengineering,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Department of Neurogenetics,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for BioSystems Science and Engineering,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,BIOLOGICAL SCIENCES,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,Centre for Brain Research,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,MRDG,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,biochem,1,0,0
Department of Biological Sciences (Indian Institute of Science),CS FY27 Renewal:  Indian Institute of Science Education and Research Mohali - Department of Biological Sciences,iap,1,0,0
